Threshold,Component 1
9.0,0.4083919227383264
9.170343666666668,0.36818463459460504
9.340687333333333,0.3270576320564412
9.511031000000001,0.2850085115678895
9.681374666666668,0.2414867200527106
9.851718333333334,0.19762971953980604
10.022062000000002,0.1551754195432777
10.19240566666667,0.11541155843782641
10.362749333333335,0.07952833496389074
10.533093000000003,0.048948642598813576
10.70343666666667,0.025366298441188085
10.873780333333336,0.010656696046870093
11.044124000000004,0.0035151747105314677
11.214467666666671,0.000796925822247193
11.384811333333339,0.00013182281134255727
11.555155000000005,0.0
