component_number,num_points,mean_pce,max_pce,fill_factor,stats_p16,stats_p84,max_pce_coordinates
1,70134,10.043504663344454,11.555155000000005,0.4083919227383264,9.40408324,10.629684119999995,[0.44444444 0.44444444 0.44444444 0.44444444 0.44444444]
