round,set,trial,donor_ratio,concentration,annealing_t,spinspeed,sol_add_v_perc,date,channel,pce,jsc,voc,ff,status,filter_trial,note,design
3,33,a,0.25,6,45,600,0,20240723,a,7.412,13.252,0.84,0.65,accept,accept,1,sobol32
3,33,a,0.25,6,45,600,0,20240723,b,9.575,16.803,0.83,0.67,accept,accept,1,sobol32
3,33,a,0.25,6,45,600,0,20240723,c,0.541,14.464,0.13,0.281,reject,accept,1,sobol32
3,33,a,0.25,6,45,600,0,20240723,d,8.658,15.184,0.82,0.679,accept,accept,1,sobol32
3,33,a,0.25,6,45,600,0,20240723,e,9.655,17.461,0.83,0.65,accept,accept,1,sobol32
3,33,a,0.25,6,45,600,0,20240723,f,9.042,15.705,0.82,0.685,accept,accept,1,sobol32
3,33,b,0.25,6,45,600,0,20240723,a,6.706,12.503,0.83,0.631,accept,accept,1,sobol32
3,33,b,0.25,6,45,600,0,20240723,b,10.277,18.191,0.83,0.664,accept,accept,1,sobol32
3,33,b,0.25,6,45,600,0,20240723,c,10.518,17.932,0.83,0.69,accept,accept,1,sobol32
3,33,b,0.25,6,45,600,0,20240723,d,9.705,17.252,0.82,0.67,accept,accept,1,sobol32
3,33,b,0.25,6,45,600,0,20240723,e,10.827,19.264,0.83,0.661,accept,accept,1,sobol32
3,33,b,0.25,6,45,600,0,20240723,f,4.44,16.632,0.5,0.521,reject,accept,1,sobol32
3,33,c,0.25,6,45,600,0,20240723,a,7.16,11.967,0.83,0.704,accept,accept,1,sobol32
3,33,c,0.25,6,45,600,0,20240723,b,9.264,15.787,0.83,0.69,accept,accept,1,sobol32
3,33,c,0.25,6,45,600,0,20240723,c,9.244,15.323,0.82,0.718,accept,accept,1,sobol32
3,33,c,0.25,6,45,600,0,20240723,d,8.638,14.811,0.82,0.694,accept,accept,1,sobol32
3,33,c,0.25,6,45,600,0,20240723,e,6.68,16.754,0.65,0.599,reject,accept,1,sobol32
3,33,c,0.25,6,45,600,0,20240723,f,9.014,14.914,0.82,0.719,accept,accept,1,sobol32
3,33,d,0.25,6,45,600,0,20240723,a,7.218,12.264,0.83,0.692,accept,accept,1,sobol32
3,33,d,0.25,6,45,600,0,20240723,b,9.605,16.553,0.83,0.682,accept,accept,1,sobol32
3,33,d,0.25,6,45,600,0,20240723,c,9.788,16.469,0.82,0.707,accept,accept,1,sobol32
3,33,d,0.25,6,45,600,0,20240723,d,9.181,15.873,0.82,0.688,accept,accept,1,sobol32
3,33,d,0.25,6,45,600,0,20240723,e,10.464,18.134,0.83,0.679,accept,accept,1,sobol32
3,33,d,0.25,6,45,600,0,20240723,f,9.705,16.026,0.82,0.721,accept,accept,1,sobol32
3,34,a,1,14,87.5,3300,2.5,20240723,a,2.196,6.565,0.84,0.389,accept,accept,2,sobol32
3,34,a,1,14,87.5,3300,2.5,20240723,b,1.981,6.082,0.84,0.378,accept,accept,2,sobol32
3,34,a,1,14,87.5,3300,2.5,20240723,c,2.193,6.429,0.84,0.396,accept,accept,2,sobol32
3,34,a,1,14,87.5,3300,2.5,20240723,d,2.287,7.218,0.84,0.368,accept,accept,2,sobol32
3,34,a,1,14,87.5,3300,2.5,20240723,e,2.42,7.19,0.83,0.396,accept,accept,2,sobol32
3,34,a,1,14,87.5,3300,2.5,20240723,f,2.896,7.551,0.84,0.446,accept,accept,2,sobol32
3,35,a,1.38,10,66.2,1950,3.75,20240723,a,4.802,17.396,0.77,0.35,reject,accept,3,sobol32
3,35,a,1.38,10,66.2,1950,3.75,20240723,b,9.774,19.653,0.82,0.592,accept,accept,3,sobol32
3,35,a,1.38,10,66.2,1950,3.75,20240723,c,9.27,19.61,0.81,0.57,accept,accept,3,sobol32
3,35,a,1.38,10,66.2,1950,3.75,20240723,d,9.058,23.068,0.81,0.473,accept,accept,3,sobol32
3,35,a,1.38,10,66.2,1950,3.75,20240723,e,10.588,23.104,0.81,0.552,accept,accept,3,sobol32
3,35,a,1.38,10,66.2,1950,3.75,20240723,f,11.211,22.626,0.81,0.597,accept,accept,3,sobol32
3,36,a,0.625,18,109,4650,1.25,20240723,a,6.704,17.508,0.82,0.456,reject,accept,4,sobol32
3,36,a,0.625,18,109,4650,1.25,20240723,b,8.89,17.822,0.83,0.587,accept,accept,4,sobol32
3,36,a,0.625,18,109,4650,1.25,20240723,c,9.143,18.137,0.83,0.607,accept,accept,4,sobol32
3,36,a,0.625,18,109,4650,1.25,20240723,d,8.839,18.33,0.83,0.581,accept,accept,4,sobol32
3,36,a,0.625,18,109,4650,1.25,20240723,e,9.22,18.735,0.83,0.593,accept,accept,4,sobol32
3,36,a,0.625,18,109,4650,1.25,20240723,f,9.434,18.915,0.83,0.601,accept,accept,4,sobol32
3,37,a,0.812,12,98.1,5320,1.88,20240723,a,5.239,12.472,0.73,0.562,reject,accept,5,sobol32
3,37,a,0.812,12,98.1,5320,1.88,20240723,b,6.847,14.682,0.76,0.599,accept,accept,5,sobol32
3,37,a,0.812,12,98.1,5320,1.88,20240723,c,7.658,15.246,0.76,0.645,accept,accept,5,sobol32
3,37,a,0.812,12,98.1,5320,1.88,20240723,d,6.575,14.717,0.75,0.581,accept,accept,5,sobol32
3,37,a,0.812,12,98.1,5320,1.88,20240723,e,7.162,15.422,0.75,0.604,accept,accept,5,sobol32
3,37,a,0.812,12,98.1,5320,1.88,20240723,f,7.875,15.536,0.76,0.651,accept,accept,5,sobol32
3,38,a,1.56,20,55.6,2620,4.38,20240724,a,0,0,0.01,0.006,reject,reject,6,sobol32
3,38,a,1.56,20,55.6,2620,4.38,20240724,b,1.102,3.506,0.78,0.393,accept,reject,6,sobol32
3,38,a,1.56,20,55.6,2620,4.38,20240724,c,0,0,0.858,0.665,reject,reject,6,sobol32
3,38,a,1.56,20,55.6,2620,4.38,20240724,d,1.114,3.716,0.77,0.38,accept,reject,6,sobol32
3,38,a,1.56,20,55.6,2620,4.38,20240724,e,0,0.001,0.807,0.819,reject,reject,6,sobol32
3,38,a,1.56,20,55.6,2620,4.38,20240724,f,1.117,3.614,0.77,0.392,accept,reject,6,sobol32
3,39,a,1.19,8,119,3980,3.12,20240724,a,3.478,7.253,0.75,0.624,reject,accept,7,sobol32
3,39,a,1.19,8,119,3980,3.12,20240724,b,4.33,7.929,0.81,0.658,accept,accept,7,sobol32
3,39,a,1.19,8,119,3980,3.12,20240724,c,4.232,7.932,0.8,0.651,accept,accept,7,sobol32
3,39,a,1.19,8,119,3980,3.12,20240724,d,5.283,10.381,0.78,0.637,accept,accept,7,sobol32
3,39,a,1.19,8,119,3980,3.12,20240724,e,4.511,8.546,0.8,0.644,accept,accept,7,sobol32
3,39,a,1.19,8,119,3980,3.12,20240724,f,4.609,8.698,0.79,0.655,accept,accept,7,sobol32
3,40,a,0.438,16,76.9,1280,0.625,20240724,a,9.488,19.9,0.85,0.547,accept,accept,8,sobol32
3,40,a,0.438,16,76.9,1280,0.625,20240724,b,9.567,19.7,0.85,0.558,accept,accept,8,sobol32
3,40,a,0.438,16,76.9,1280,0.625,20240724,c,9.757,19.697,0.85,0.569,accept,accept,8,sobol32
3,40,a,0.438,16,76.9,1280,0.625,20240724,d,2.559,17.507,0.45,0.317,reject,accept,8,sobol32
3,40,a,0.438,16,76.9,1280,0.625,20240724,e,7.09,19.516,0.73,0.486,reject,accept,8,sobol32
3,40,a,0.438,16,76.9,1280,0.625,20240724,f,10.087,20.138,0.85,0.575,accept,accept,8,sobol32
3,41,a,0.531,11,125,2960,2.81,20240724,a,1.935,5.432,0.8,0.435,reject,accept,9,sobol32
3,41,a,0.531,11,125,2960,2.81,20240724,b,3.641,7.794,0.8,0.57,accept,accept,9,sobol32
3,41,a,0.531,11,125,2960,2.81,20240724,c,3.745,8.079,0.8,0.566,accept,accept,9,sobol32
3,41,a,0.531,11,125,2960,2.81,20240724,d,3.924,8.366,0.8,0.572,accept,accept,9,sobol32
3,41,a,0.531,11,125,2960,2.81,20240724,e,3.523,8.11,0.79,0.537,accept,accept,9,sobol32
3,41,a,0.531,11,125,2960,2.81,20240724,f,4.171,8.93,0.79,0.577,accept,accept,9,sobol32
3,42,a,1.28,19,82.2,5660,0.312,20240724,a,7.921,22.313,0.7,0.495,reject,accept,10,sobol32
3,42,a,1.28,19,82.2,5660,0.312,20240724,b,12.183,21.977,0.84,0.644,accept,accept,10,sobol32
3,42,a,1.28,19,82.2,5660,0.312,20240724,c,12.647,21.986,0.84,0.668,accept,accept,10,sobol32
3,42,a,1.28,19,82.2,5660,0.312,20240724,d,11.973,22.944,0.83,0.614,accept,accept,10,sobol32
3,42,a,1.28,19,82.2,5660,0.312,20240724,e,12.501,22.914,0.83,0.642,accept,accept,10,sobol32
3,42,a,1.28,19,82.2,5660,0.312,20240724,f,13.847,23.551,0.84,0.683,accept,accept,10,sobol32
3,43,a,1.66,7,103,1610,1.56,20240724,a,3.226,6.572,0.78,0.614,reject,accept,11,sobol32
3,43,a,1.66,7,103,1610,1.56,20240724,b,4.468,8.664,0.8,0.629,accept,accept,11,sobol32
3,43,a,1.66,7,103,1610,1.56,20240724,c,4.503,8.787,0.79,0.633,accept,accept,11,sobol32
3,43,a,1.66,7,103,1610,1.56,20240724,d,4.93,10.012,0.79,0.608,accept,accept,11,sobol32
3,43,a,1.66,7,103,1610,1.56,20240724,e,4.819,9.524,0.79,0.625,accept,accept,11,sobol32
3,43,a,1.66,7,103,1610,1.56,20240724,f,4.793,9.329,0.78,0.643,accept,accept,11,sobol32
3,44,a,0.906,15,60.9,4310,4.06,20240724,a,1,2.913,0.83,0.404,reject,accept,12,sobol32
3,44,a,0.906,15,60.9,4310,4.06,20240724,b,0.779,2.433,0.88,0.355,accept,accept,12,sobol32
3,44,a,0.906,15,60.9,4310,4.06,20240724,c,0.766,2.351,0.88,0.361,accept,accept,12,sobol32
3,44,a,0.906,15,60.9,4310,4.06,20240724,d,1,3.089,0.87,0.363,accept,accept,12,sobol32
3,44,a,0.906,15,60.9,4310,4.06,20240724,e,0.848,2.682,0.87,0.355,accept,accept,12,sobol32
3,44,a,0.906,15,60.9,4310,4.06,20240724,f,0.017,2.491,0.03,0.228,reject,accept,12,sobol32
3,45,a,0.719,9,71.6,3640,4.69,20240724,a,0.528,1.913,0.65,0.415,reject,accept,13,sobol32
3,45,a,0.719,9,71.6,3640,4.69,20240724,b,0.859,2.603,0.77,0.418,accept,accept,13,sobol32
3,45,a,0.719,9,71.6,3640,4.69,20240724,c,0,0,0.78,0.822,reject,accept,13,sobol32
3,45,a,0.719,9,71.6,3640,4.69,20240724,d,1.13,3.029,0.78,0.465,accept,accept,13,sobol32
3,45,a,0.719,9,71.6,3640,4.69,20240724,e,0.794,2.532,0.75,0.408,accept,accept,13,sobol32
3,45,a,0.719,9,71.6,3640,4.69,20240724,f,0.875,2.567,0.76,0.438,accept,accept,13,sobol32
3,46,a,1.47,17,114,938,2.19,20240730,a,0.814,3.287,0.82,0.292,reject,accept,14,sobol32
3,46,a,1.47,17,114,938,2.19,20240730,b,1.106,3.496,0.83,0.369,accept,accept,14,sobol32
3,46,a,1.47,17,114,938,2.19,20240730,c,0,0,0.826,0.861,reject,accept,14,sobol32
3,46,a,1.47,17,114,938,2.19,20240730,d,0.968,3.77,0.71,0.35,accept,accept,14,sobol32
3,46,a,1.47,17,114,938,2.19,20240730,e,1.037,3.618,0.77,0.36,accept,accept,14,sobol32
3,46,a,1.47,17,114,938,2.19,20240730,f,0.261,2.379,0.36,0.295,reject,accept,14,sobol32
3,47,a,1.09,13,50.3,4990,0.938,20240730,a,4.924,11.932,0.82,0.487,reject,accept,15,sobol32
3,47,a,1.09,13,50.3,4990,0.938,20240730,b,5.262,12.935,0.81,0.486,accept,accept,15,sobol32
3,47,a,1.09,13,50.3,4990,0.938,20240730,c,5.397,13.247,0.8,0.493,accept,accept,15,sobol32
3,47,a,1.09,13,50.3,4990,0.938,20240730,d,5.187,13.247,0.8,0.473,accept,accept,15,sobol32
3,47,a,1.09,13,50.3,4990,0.938,20240730,e,5.695,14.075,0.8,0.489,accept,accept,15,sobol32
3,47,a,1.09,13,50.3,4990,0.938,20240730,f,5.635,13.773,0.78,0.507,accept,accept,15,sobol32
3,48,a,0.344,21,92.8,2290,3.44,20240730,a,1.866,5.21,0.85,0.407,reject,accept,16,sobol32
3,48,a,0.344,21,92.8,2290,3.44,20240730,b,3.574,8.361,0.84,0.492,accept,accept,16,sobol32
3,48,a,0.344,21,92.8,2290,3.44,20240730,c,3.79,8.853,0.83,0.499,accept,accept,16,sobol32
3,48,a,0.344,21,92.8,2290,3.44,20240730,d,3.676,8.799,0.83,0.487,accept,accept,16,sobol32
3,48,a,0.344,21,92.8,2290,3.44,20240730,e,3.605,8.624,0.83,0.487,accept,accept,16,sobol32
3,48,a,0.344,21,92.8,2290,3.44,20240730,f,3.632,8.802,0.83,0.481,accept,accept,16,sobol32
3,49,a,0.391,13.5,84.8,4140,1.41,20240730,a,1.204,6.191,0.85,0.221,accept,reject,17,sobol32
3,49,a,0.391,13.5,84.8,4140,1.41,20240730,b,1.15,5.978,0.84,0.222,accept,reject,17,sobol32
3,49,a,0.391,13.5,84.8,4140,1.41,20240730,c,0.838,5.822,0.84,0.166,reject,reject,17,sobol32
3,49,a,0.391,13.5,84.8,4140,1.41,20240730,d,1.365,6.098,0.84,0.258,accept,reject,17,sobol32
3,49,a,0.391,13.5,84.8,4140,1.41,20240730,e,0.943,6.253,0.84,0.174,accept,reject,17,sobol32
3,49,a,0.391,13.5,84.8,4140,1.41,20240730,f,0.366,4.009,0.65,0.136,reject,reject,17,sobol32
3,50,a,1.14,21.5,127,1440,3.91,20240730,a,5.355,17.483,0.7,0.423,accept,accept,18,sobol32
3,50,a,1.14,21.5,127,1440,3.91,20240730,b,4.077,11.051,0.77,0.463,accept,accept,18,sobol32
3,50,a,1.14,21.5,127,1440,3.91,20240730,c,4.234,11.61,0.77,0.458,accept,accept,18,sobol32
3,50,a,1.14,21.5,127,1440,3.91,20240730,d,5.401,15.881,0.75,0.439,accept,accept,18,sobol32
3,50,a,1.14,21.5,127,1440,3.91,20240730,e,4.429,12.159,0.76,0.463,accept,accept,18,sobol32
3,50,a,1.14,21.5,127,1440,3.91,20240730,f,5.477,16.565,0.74,0.432,accept,accept,18,sobol32
3,51,a,1.52,9.5,63.6,5490,2.66,20240730,a,5.54,13.113,0.76,0.538,reject,reject,19,sobol32
3,51,a,1.52,9.5,63.6,5490,2.66,20240730,b,8.887,15.684,0.85,0.645,accept,reject,19,sobol32
3,51,a,1.52,9.5,63.6,5490,2.66,20240730,c,0.004,0.038,0.67,0.167,reject,reject,19,sobol32
3,51,a,1.52,9.5,63.6,5490,2.66,20240730,d,0.004,0.038,0.68,0.155,reject,reject,19,sobol32
3,51,a,1.52,9.5,63.6,5490,2.66,20240730,e,0.004,0.038,0.81,0.127,reject,reject,19,sobol32
3,51,a,1.52,9.5,63.6,5490,2.66,20240730,f,0.005,0.041,0.86,0.147,reject,reject,19,sobol32
3,52,a,0.766,17.5,106,2790,0.156,20240730,a,5.078,14.845,0.81,0.408,accept,reject,20,sobol32
3,52,a,0.766,17.5,106,2790,0.156,20240730,b,4.603,13.591,0.83,0.395,accept,reject,20,sobol32
3,52,a,0.766,17.5,106,2790,0.156,20240730,c,0,0.001,0.83,0.578,reject,reject,20,sobol32
3,52,a,0.766,17.5,106,2790,0.156,20240730,d,0.543,7.053,0.36,0.207,reject,reject,20,sobol32
3,52,a,0.766,17.5,106,2790,0.156,20240730,e,0.005,0.008,0.815,0.667,reject,reject,20,sobol32
3,52,a,0.766,17.5,106,2790,0.156,20240730,f,0,0,0.046,0.652,reject,reject,20,sobol32
3,53,a,0.953,7.5,117,2120,0.781,20240730,a,3.784,8.687,0.8,0.527,accept,accept,21,sobol32
3,53,a,0.953,7.5,117,2120,0.781,20240730,b,3.933,9.53,0.81,0.493,accept,accept,21,sobol32
3,53,a,0.953,7.5,117,2120,0.781,20240730,c,3.839,8.938,0.82,0.507,accept,accept,21,sobol32
3,53,a,0.953,7.5,117,2120,0.781,20240730,d,3.974,9.412,0.82,0.498,accept,accept,21,sobol32
3,53,a,0.953,7.5,117,2120,0.781,20240730,e,3.927,9.714,0.81,0.483,accept,accept,21,sobol32
3,53,a,0.953,7.5,117,2120,0.781,20240730,f,3.9,9.139,0.82,0.503,accept,accept,21,sobol32
3,54,a,1.7,15.5,74.2,4820,3.28,20240808,a,4.463,15.124,0.74,0.389,accept,reject,22,sobol32
3,54,a,1.7,15.5,74.2,4820,3.28,20240808,b,0.001,0.004,0.93,0.285,reject,accept,22,sobol32
3,54,a,1.7,15.5,74.2,4820,3.28,20240808,c,0.001,0.001,0.788,0.799,reject,accept,22,sobol32
3,54,a,1.7,15.5,74.2,4820,3.28,20240808,d,6.548,19.419,0.79,0.417,accept,accept,22,sobol32
3,54,a,1.7,15.5,74.2,4820,3.28,20240808,e,6.185,19.268,0.77,0.407,accept,accept,22,sobol32
3,54,a,1.7,15.5,74.2,4820,3.28,20240808,f,5.858,19.423,0.72,0.409,accept,accept,22,sobol32
3,55,a,1.33,11.5,95.5,769,4.53,20240808,a,0.625,2.743,0.74,0.301,accept,accept,23,sobol32
3,55,a,1.33,11.5,95.5,769,4.53,20240808,b,0.944,3.355,0.8,0.343,accept,accept,23,sobol32
3,55,a,1.33,11.5,95.5,769,4.53,20240808,c,0.664,2.556,0.82,0.309,accept,accept,23,sobol32
3,55,a,1.33,11.5,95.5,769,4.53,20240808,d,0.728,2.898,0.8,0.307,reject,accept,23,sobol32
3,55,a,1.33,11.5,95.5,769,4.53,20240808,e,0.58,3.255,0.52,0.334,reject,accept,23,sobol32
3,55,a,1.33,11.5,95.5,769,4.53,20240808,f,0.969,3.58,0.77,0.343,accept,accept,23,sobol32
3,56,a,0.578,19.5,53,3470,2.03,20240808,a,0.588,2.861,0.87,0.23,accept,accept,24,sobol32
3,56,a,0.578,19.5,53,3470,2.03,20240808,b,0.317,2.639,0.86,0.136,accept,accept,24,sobol32
3,56,a,0.578,19.5,53,3470,2.03,20240808,c,0.241,2.164,0.86,0.127,accept,accept,24,sobol32
3,56,a,0.578,19.5,53,3470,2.03,20240808,d,0.049,0.411,0.49,0.239,reject,accept,24,sobol32
3,56,a,0.578,19.5,53,3470,2.03,20240808,e,0.161,1.454,0.62,0.174,reject,accept,24,sobol32
3,56,a,0.578,19.5,53,3470,2.03,20240808,f,0.423,2.823,0.86,0.17,accept,accept,24,sobol32
3,57,a,0.484,8.5,90.2,5160,4.22,20240808,a,2.705,5.924,0.73,0.611,accept,reject,25,sobol32
3,57,a,0.484,8.5,90.2,5160,4.22,20240808,b,3.897,7.762,0.73,0.671,accept,accept,25,sobol32
3,57,a,0.484,8.5,90.2,5160,4.22,20240808,c,4.319,8.718,0.73,0.662,accept,accept,25,sobol32
3,57,a,0.484,8.5,90.2,5160,4.22,20240808,d,3.895,7.803,0.73,0.667,accept,accept,25,sobol32
3,57,a,0.484,8.5,90.2,5160,4.22,20240808,e,4.031,8.342,0.73,0.646,accept,accept,25,sobol32
3,57,a,0.484,8.5,90.2,5160,4.22,20240808,f,4.156,8.693,0.74,0.631,accept,accept,25,sobol32
3,58,a,1.23,16.5,47.7,2460,1.72,20240808,a,3.909,15.36,0.72,0.345,accept,reject,26,sobol32
3,58,a,1.23,16.5,47.7,2460,1.72,20240808,b,4.765,13.174,0.8,0.441,accept,accept,26,sobol32
3,58,a,1.23,16.5,47.7,2460,1.72,20240808,c,5.55,15.027,0.8,0.451,accept,accept,26,sobol32
3,58,a,1.23,16.5,47.7,2460,1.72,20240808,d,1.706,12.702,0.42,0.312,reject,accept,26,sobol32
3,58,a,1.23,16.5,47.7,2460,1.72,20240808,e,6.487,17.828,0.79,0.45,accept,accept,26,sobol32
3,58,a,1.23,16.5,47.7,2460,1.72,20240808,f,6.146,18.265,0.79,0.416,accept,accept,26,sobol32
3,59,a,1.61,12.5,111,3810,0.469,20240808,a,3.363,10.094,0.73,0.445,accept,reject,27,sobol32
3,59,a,1.61,12.5,111,3810,0.469,20240808,b,7.148,18.373,0.76,0.5,accept,accept,27,sobol32
3,59,a,1.61,12.5,111,3810,0.469,20240808,c,7.202,18.38,0.76,0.503,accept,accept,27,sobol32
3,59,a,1.61,12.5,111,3810,0.469,20240808,d,7.884,20.619,0.76,0.491,accept,accept,27,sobol32
3,59,a,1.61,12.5,111,3810,0.469,20240808,e,7.599,20.616,0.75,0.48,accept,accept,27,sobol32
3,59,a,1.61,12.5,111,3810,0.469,20240808,f,7.704,20.885,0.74,0.487,accept,accept,27,sobol32
3,60,a,0.859,20.5,68.9,1110,2.97,20240808,a,0.12,0.706,0.86,0.193,accept,reject,28,sobol32
3,60,a,0.859,20.5,68.9,1110,2.97,20240808,b,0.051,0.353,0.88,0.161,accept,accept,28,sobol32
3,60,a,0.859,20.5,68.9,1110,2.97,20240808,c,0.066,0.362,0.87,0.205,accept,accept,28,sobol32
3,60,a,0.859,20.5,68.9,1110,2.97,20240808,d,0.057,0.405,0.89,0.155,accept,accept,28,sobol32
3,60,a,0.859,20.5,68.9,1110,2.97,20240808,e,0.085,0.464,0.86,0.208,accept,accept,28,sobol32
3,60,a,0.859,20.5,68.9,1110,2.97,20240808,f,0.064,0.393,0.85,0.187,accept,accept,28,sobol32
3,61,a,0.672,10.5,58.3,1780,3.59,20240808,a,0.951,3.104,0.86,0.348,accept,reject,29,sobol32
3,61,a,0.672,10.5,58.3,1780,3.59,20240808,b,0.282,1.478,0.87,0.214,accept,accept,29,sobol32
3,61,a,0.672,10.5,58.3,1780,3.59,20240808,c,0.001,0.001,0.88,0.679,reject,accept,29,sobol32
3,61,a,0.672,10.5,58.3,1780,3.59,20240808,d,0.541,2.225,0.87,0.273,accept,accept,29,sobol32
3,61,a,0.672,10.5,58.3,1780,3.59,20240808,e,0.147,0.945,0.87,0.174,accept,accept,29,sobol32
3,61,a,0.672,10.5,58.3,1780,3.59,20240808,f,0.281,1.293,0.87,0.244,accept,accept,29,sobol32
3,62,a,1.42,18.5,101,4480,1.09,20240809,a,4.49,11.196,0.69,0.567,accept,reject,30,sobol32
3,62,a,1.42,18.5,101,4480,1.09,20240809,b,7.463,17.51,0.72,0.578,accept,accept,30,sobol32
3,62,a,1.42,18.5,101,4480,1.09,20240809,c,8.391,18.389,0.72,0.619,accept,accept,30,sobol32
3,62,a,1.42,18.5,101,4480,1.09,20240809,d,8.185,19.038,0.74,0.567,accept,accept,30,sobol32
3,62,a,1.42,18.5,101,4480,1.09,20240809,e,8.335,19.449,0.7,0.598,accept,accept,30,sobol32
3,62,a,1.42,18.5,101,4480,1.09,20240809,f,8.47,19.932,0.67,0.619,accept,accept,30,sobol32
3,63,a,1.05,6.5,79.5,3130,2.34,20240809,a,3.418,8.203,0.64,0.635,accept,reject,31,sobol32
3,63,a,1.05,6.5,79.5,3130,2.34,20240809,b,5.402,10.657,0.77,0.643,accept,accept,31,sobol32
3,63,a,1.05,6.5,79.5,3130,2.34,20240809,c,5.761,10.937,0.79,0.651,accept,accept,31,sobol32
3,63,a,1.05,6.5,79.5,3130,2.34,20240809,d,5.276,10.848,0.74,0.641,accept,accept,31,sobol32
3,63,a,1.05,6.5,79.5,3130,2.34,20240809,e,4.717,9.992,0.72,0.64,accept,accept,31,sobol32
3,63,a,1.05,6.5,79.5,3130,2.34,20240809,f,4.796,9.129,0.77,0.666,accept,accept,31,sobol32
3,64,a,0.297,14.5,122,5830,4.84,20240809,a,1.356,4.373,0.77,0.393,accept,accept,32,sobol32
3,64,a,0.297,14.5,122,5830,4.84,20240809,b,1.457,4.699,0.81,0.374,accept,accept,32,sobol32
3,64,a,0.297,14.5,122,5830,4.84,20240809,c,0,0.001,0.795,0.873,reject,accept,32,sobol32
3,64,a,0.297,14.5,122,5830,4.84,20240809,d,1.792,5.449,0.8,0.401,accept,accept,32,sobol32
3,64,a,0.297,14.5,122,5830,4.84,20240809,e,1.469,4.89,0.8,0.367,accept,accept,32,sobol32
3,64,a,0.297,14.5,122,5830,4.84,20240809,f,1.28,4.525,0.8,0.345,accept,accept,32,sobol32
3,38,b,1.56,20,55.6,2620,4.38,20240809,a,3.199,11.901,0.65,0.404,accept,accept,6,sobol32
3,38,b,1.56,20,55.6,2620,4.38,20240809,b,3.617,12.191,0.76,0.381,accept,accept,6,sobol32
3,38,b,1.56,20,55.6,2620,4.38,20240809,c,4.496,14.188,0.78,0.397,accept,accept,6,sobol32
3,38,b,1.56,20,55.6,2620,4.38,20240809,d,3.65,12.907,0.73,0.378,accept,accept,6,sobol32
3,38,b,1.56,20,55.6,2620,4.38,20240809,e,3.328,12.69,0.77,0.332,accept,accept,6,sobol32
3,38,b,1.56,20,55.6,2620,4.38,20240809,f,4.795,14.119,0.78,0.425,accept,accept,6,sobol32
3,46,b,1.47,17,114,938,2.19,20240809,a,1.169,4.07,0.81,0.346,accept,reject,14,sobol32
3,46,b,1.47,17,114,938,2.19,20240809,b,1.264,4.068,0.82,0.37,accept,accept,14,sobol32
3,46,b,1.47,17,114,938,2.19,20240809,c,1.282,4.064,0.82,0.376,accept,accept,14,sobol32
3,46,b,1.47,17,114,938,2.19,20240809,d,1.375,4.535,0.82,0.361,accept,accept,14,sobol32
3,46,b,1.47,17,114,938,2.19,20240809,e,1.249,4.197,0.82,0.354,accept,accept,14,sobol32
3,46,b,1.47,17,114,938,2.19,20240809,f,1.461,4.646,0.82,0.374,accept,accept,14,sobol32
3,49,b,0.391,13.5,84.8,4140,1.41,20240809,a,2.44,7.011,0.85,0.4,accept,reject,17,sobol32
3,49,b,0.391,13.5,84.8,4140,1.41,20240809,b,2.928,7.4,0.83,0.465,accept,accept,17,sobol32
3,49,b,0.391,13.5,84.8,4140,1.41,20240809,c,3.335,7.592,0.83,0.517,accept,accept,17,sobol32
3,49,b,0.391,13.5,84.8,4140,1.41,20240809,d,3.198,7.556,0.83,0.498,accept,accept,17,sobol32
3,49,b,0.391,13.5,84.8,4140,1.41,20240809,e,2.967,7.473,0.83,0.467,accept,accept,17,sobol32
3,49,b,0.391,13.5,84.8,4140,1.41,20240809,f,3.047,7.457,0.83,0.481,accept,accept,17,sobol32
3,51,b,1.52,9.5,63.6,5490,2.66,20240809,a,4.822,11.023,0.67,0.637,accept,reject,19,sobol32
3,51,b,1.52,9.5,63.6,5490,2.66,20240809,b,7.249,12.659,0.84,0.665,accept,accept,19,sobol32
3,51,b,1.52,9.5,63.6,5490,2.66,20240809,c,0,0,0.845,0.839,reject,accept,19,sobol32
3,51,b,1.52,9.5,63.6,5490,2.66,20240809,d,7.496,13.218,0.84,0.659,accept,accept,19,sobol32
3,51,b,1.52,9.5,63.6,5490,2.66,20240809,e,7.455,12.979,0.83,0.675,accept,accept,19,sobol32
3,51,b,1.52,9.5,63.6,5490,2.66,20240809,f,12.11,-105.483,0.29,0.386,reject,accept,19,sobol32
3,52,b,0.766,17.5,106,2790,0.156,20240809,a,6.96,19.272,0.71,0.497,accept,reject,20,sobol32
3,52,b,0.766,17.5,106,2790,0.156,20240809,b,10.509,20.536,0.82,0.609,accept,accept,20,sobol32
3,52,b,0.766,17.5,106,2790,0.156,20240809,c,10.838,20.558,0.82,0.628,accept,accept,20,sobol32
3,52,b,0.766,17.5,106,2790,0.156,20240809,d,10.755,22.027,0.81,0.588,accept,accept,20,sobol32
3,52,b,0.766,17.5,106,2790,0.156,20240809,e,11.574,22.525,0.81,0.619,accept,accept,20,sobol32
3,52,b,0.766,17.5,106,2790,0.156,20240809,f,11.909,22.552,0.82,0.629,accept,accept,20,sobol32
