round,set,trial,donor_ratio,concentration,annealing_t,spinspeed,sol_add_v_perc,date,channel,pce,jsc,voc,ff,status,filter_trial,note,design
1,14,a,1,20,55,2500,5,20240207,b,0.108,0.917,0.9,0.131,accept,reject,Failure Mode (S),static
1,14,a,1,20,55,2500,5,20240207,c,0,0,0.866,0.857,reject,reject,Failure Mode (S),static
1,14,a,1,20,55,2500,5,20240207,d,0.088,0.768,0.82,0.14,accept,reject,Failure Mode (S),static
1,14,a,1,20,55,2500,5,20240207,e,0.096,0.824,0.8,0.145,accept,reject,Failure Mode (S),static
1,14,a,1,20,55,2500,5,20240207,f,0.107,0.926,0.88,0.131,accept,reject,Failure Mode (S),static
1,14,b,1,20,55,2500,5,20240220,a,0.381,1.922,0.89,0.221,accept,reject,Failure Mode (S),static
1,14,b,1,20,55,2500,5,20240220,b,0.412,1.915,0.88,0.242,accept,reject,Failure Mode (S),static
1,14,b,1,20,55,2500,5,20240220,c,0.399,1.825,0.88,0.246,accept,reject,Failure Mode (S),static
1,14,b,1,20,55,2500,5,20240220,d,0.215,1.432,0.9,0.165,accept,reject,Failure Mode (S),static
1,14,b,1,20,55,2500,5,20240220,e,0.446,2.071,0.88,0.242,accept,reject,Failure Mode (S),static
1,14,b,1,20,55,2500,5,20240220,f,0.501,2.188,0.88,0.258,accept,reject,Failure Mode (S),static
1,14,c,1,20,55,2500,5,20240315,a,10.79,23.001,0.84,0.553,accept,accept,Only Successful Trial,static
1,14,c,1,20,55,2500,5,20240315,b,11.111,22.569,0.84,0.58,accept,accept,Only Successful Trial,static
1,14,c,1,20,55,2500,5,20240315,c,11.085,21.831,0.84,0.598,accept,accept,Only Successful Trial,static
1,14,c,1,20,55,2500,5,20240315,d,10.807,24.45,0.84,0.521,accept,accept,Only Successful Trial,static
1,14,c,1,20,55,2500,5,20240315,e,11.813,24.479,0.83,0.576,accept,accept,Only Successful Trial,static
1,14,c,1,20,55,2500,5,20240315,f,12.384,24.058,0.83,0.614,accept,accept,Only Successful Trial,static
1,15,a,1,22,70,4500,0,20240207,a,8.058,24.344,0.68,0.487,reject,accept,,static
1,15,a,1,22,70,4500,0,20240207,b,12.779,24.112,0.856,0.619,accept,accept,,static
1,15,a,1,22,70,4500,0,20240207,c,13.294,23.932,0.84,0.661,accept,accept,,static
1,15,a,1,22,70,4500,0,20240207,d,11.907,23.621,0.84,0.6,accept,accept,,static
1,15,a,1,22,70,4500,0,20240207,e,12.116,23.35,0.84,0.618,accept,accept,,static
1,15,a,1,22,70,4500,0,20240207,f,12.48,22.941,0.84,0.648,accept,accept,,static
1,15,b,1,22,70,4500,0,20240220,a,11.961,22.449,0.85,0.621,accept,accept,,static
1,15,b,1,22,70,4500,0,20240220,b,12.434,23.195,0.84,0.632,accept,accept,,static
1,15,b,1,22,70,4500,0,20240220,c,12.851,23.094,0.84,0.656,accept,accept,,static
1,15,b,1,22,70,4500,0,20240220,d,2.675,21.745,0.35,0.348,reject,accept,,static
1,15,b,1,22,70,4500,0,20240220,e,5.602,23.156,0.43,0.557,reject,accept,,static
1,15,b,1,22,70,4500,0,20240220,f,10.013,23.281,0.64,0.665,reject,accept,,static
1,15,c,1,22,70,4500,0,,,,,,,reject,reject,Failure Mode (J),static
1,15,c,1,22,70,4500,0,,,,,,,reject,reject,Failure Mode (J),static
1,15,c,1,22,70,4500,0,,,,,,,reject,reject,Failure Mode (J),static
1,15,c,1,22,70,4500,0,,,,,,,reject,reject,Failure Mode (J),static
1,15,c,1,22,70,4500,0,,,,,,,reject,reject,Failure Mode (J),static
1,15,c,1,22,70,4500,0,,,,,,,reject,reject,Failure Mode (J),static
1,16,a,1.2,8,110,1500,5,20240207,a,6.498,13.664,0.82,0.58,accept,accept,,static
1,16,a,1.2,8,110,1500,5,20240207,b,8.017,16.39,0.82,0.597,accept,accept,,static
1,16,a,1.2,8,110,1500,5,20240207,c,0.001,0.001,0.805,0.736,reject,accept,,static
1,16,a,1.2,8,110,1500,5,20240207,d,8.336,17.065,0.81,0.603,accept,accept,,static
1,16,a,1.2,8,110,1500,5,20240207,e,8.534,17.126,0.81,0.615,accept,accept,,static
1,16,a,1.2,8,110,1500,5,20240207,f,8.923,17.118,0.8,0.652,accept,accept,,static
1,16,b,1.2,8,110,1500,5,20240220,a,11.199,20.496,0.83,0.652,accept,reject,,static
1,16,b,1.2,8,110,1500,5,20240220,b,10.851,20.538,0.82,0.638,accept,reject,,static
1,16,b,1.2,8,110,1500,5,20240220,c,10.374,20.594,0.82,0.608,accept,reject,,static
1,16,b,1.2,8,110,1500,5,20240220,d,8.158,19.389,0.81,0.514,reject,reject,,static
1,16,b,1.2,8,110,1500,5,20240220,e,11.239,20.724,0.82,0.655,accept,reject,,static
1,16,b,1.2,8,110,1500,5,20240220,f,10.457,20.636,0.82,0.612,accept,reject,,static
1,16,c,1.2,8,110,1500,5,20240322,a,3.708,10.095,0.83,0.438,reject,accept,,static
1,16,c,1.2,8,110,1500,5,20240322,b,7.645,17.773,0.82,0.519,accept,accept,,static
1,16,c,1.2,8,110,1500,5,20240322,c,7.543,17.11,0.82,0.532,accept,accept,,static
1,16,c,1.2,8,110,1500,5,20240322,d,0.021,0.065,0.94,0.334,reject,accept,,static
1,16,c,1.2,8,110,1500,5,20240322,e,3.752,16.169,0.58,0.396,reject,accept,,static
1,16,c,1.2,8,110,1500,5,20240322,f,2.294,8.949,0.64,0.397,reject,accept,,static
1,17,a,1.2,12,130,2500,0,20240207,a,11.229,23.581,0.82,0.581,accept,accept,,static
1,17,a,1.2,12,130,2500,0,20240207,b,12.212,23.473,0.82,0.634,accept,accept,,static
1,17,a,1.2,12,130,2500,0,20240207,c,0,0,0.815,0.784,reject,accept,,static
1,17,a,1.2,12,130,2500,0,20240207,d,9.81,21.598,0.81,0.561,accept,accept,,static
1,17,a,1.2,12,130,2500,0,20240207,e,11.237,22.199,0.82,0.617,accept,accept,,static
1,17,a,1.2,12,130,2500,0,20240207,f,11.328,21.888,0.82,0.631,accept,accept,,static
1,17,b,1.2,12,130,2500,0,20240220,a,10.489,20.985,0.83,0.596,accept,accept,,static
1,17,b,1.2,12,130,2500,0,20240220,b,12.433,21.925,0.83,0.676,accept,accept,,static
1,17,b,1.2,12,130,2500,0,20240220,c,12.84,22.01,0.83,0.696,accept,accept,,static
1,17,b,1.2,12,130,2500,0,20240220,d,11.229,20.482,0.83,0.654,accept,accept,,static
1,17,b,1.2,12,130,2500,0,20240220,e,11.223,19.468,0.83,0.688,accept,accept,,static
1,17,b,1.2,12,130,2500,0,20240220,f,11.284,19.393,0.83,0.694,accept,accept,,static
1,17,c,1.2,12,130,2500,0,20240322,a,8.001,21.257,0.81,0.46,accept,reject,,static
1,17,c,1.2,12,130,2500,0,20240322,b,8.29,21.61,0.81,0.469,accept,reject,,static
1,17,c,1.2,12,130,2500,0,20240322,c,0.042,0.098,0.808,0.53,accept,reject,,static
1,17,c,1.2,12,130,2500,0,20240322,d,7.647,21.908,0.81,0.427,accept,reject,,static
1,17,c,1.2,12,130,2500,0,20240322,e,8.883,23.197,0.81,0.468,accept,reject,,static
1,17,c,1.2,12,130,2500,0,20240322,f,9.348,23.524,0.81,0.486,accept,reject,,static
1,18,a,1.2,16,55,4500,0.5,20240207,a,9.231,21.755,0.84,0.505,reject,accept,,static
1,18,a,1.2,16,55,4500,0.5,20240207,b,0.073,0.166,0.845,0.519,reject,accept,,static
1,18,a,1.2,16,55,4500,0.5,20240207,c,0,0,0.856,0.817,reject,accept,,static
1,18,a,1.2,16,55,4500,0.5,20240207,d,0.001,0.002,0.84,0.334,reject,accept,,static
1,18,a,1.2,16,55,4500,0.5,20240207,e,0,0,0.82,0.481,reject,accept,,static
1,18,a,1.2,16,55,4500,0.5,20240207,f,14.206,22.576,0.85,0.74,accept,accept,,static
1,18,b,1.2,16,55,4500,0.5,20240220,a,13.867,23.052,0.87,0.685,accept,accept,,static
1,18,b,1.2,16,55,4500,0.5,20240220,b,14.233,22.983,0.89,0.689,accept,accept,,static
1,18,b,1.2,16,55,4500,0.5,20240220,c,-0.226,22.498,0.93,0.011,reject,accept,,static
1,18,b,1.2,16,55,4500,0.5,20240220,d,11.336,20.4,0.94,0.585,reject,accept,,static
1,18,b,1.2,16,55,4500,0.5,20240220,e,5.957,21.9,0.55,0.49,reject,accept,,static
1,18,b,1.2,16,55,4500,0.5,20240220,f,13.288,22.023,0.9,0.664,accept,accept,,static
1,18,c,1.2,16,55,4500,0.5,20240322,a,1.239,4.788,0.84,0.305,reject,reject,,static
1,18,c,1.2,16,55,4500,0.5,20240322,b,2.905,10.61,0.87,0.312,accept,reject,,static
1,18,c,1.2,16,55,4500,0.5,20240322,c,0.023,0.056,0.929,0.445,reject,reject,,static
1,18,c,1.2,16,55,4500,0.5,20240322,d,2.414,8.949,0.86,0.311,accept,reject,,static
1,18,c,1.2,16,55,4500,0.5,20240322,e,2.641,9.29,0.86,0.327,accept,reject,,static
1,18,c,1.2,16,55,4500,0.5,20240322,f,2.2,8.634,0.87,0.29,accept,reject,,static
1,19,a,1.2,20,70,6000,1,20240207,a,13.199,26.566,0.85,0.584,accept,reject,"Minor Shotgun, Middle",static
1,19,a,1.2,20,70,6000,1,20240207,b,14.009,25.694,0.85,0.641,accept,reject,"Minor Shotgun, Middle",static
1,19,a,1.2,20,70,6000,1,20240207,c,15.239,26.052,0.85,0.688,accept,reject,"Minor Shotgun, Middle",static
1,19,a,1.2,20,70,6000,1,20240207,d,10.876,22.779,0.84,0.568,accept,reject,"Minor Shotgun, Middle",static
1,19,a,1.2,20,70,6000,1,20240207,e,12.463,23.438,0.84,0.633,accept,reject,"Minor Shotgun, Middle",static
1,19,a,1.2,20,70,6000,1,20240207,f,13.942,24.333,0.84,0.682,accept,reject,"Minor Shotgun, Middle",static
1,19,b,1.2,20,70,6000,1,20240220,a,11.474,21.865,0.81,0.641,accept,accept,"Minor Shotgun, Middle",static
1,19,b,1.2,20,70,6000,1,20240220,b,11.489,22.111,0.81,0.635,accept,accept,"Minor Shotgun, Middle",static
1,19,b,1.2,20,70,6000,1,20240220,c,9.637,21.832,0.79,0.553,accept,accept,"Minor Shotgun, Middle",static
1,19,b,1.2,20,70,6000,1,20240220,d,7.763,19.566,0.79,0.497,accept,accept,"Minor Shotgun, Middle",static
1,19,b,1.2,20,70,6000,1,20240220,e,10.537,20.104,0.81,0.641,accept,accept,"Minor Shotgun, Middle",static
1,19,b,1.2,20,70,6000,1,20240220,f,10.64,20.084,0.81,0.648,accept,accept,"Minor Shotgun, Middle",static
1,19,c,1.2,20,70,6000,1,20240322,a,8.121,20.94,0.81,0.474,accept,reject,"Minor Shotgun, Middle",static
1,19,c,1.2,20,70,6000,1,20240322,b,8.07,19.972,0.81,0.494,accept,reject,"Minor Shotgun, Middle",static
1,19,c,1.2,20,70,6000,1,20240322,c,6.741,16.688,0.81,0.494,accept,reject,"Minor Shotgun, Middle",static
1,19,c,1.2,20,70,6000,1,20240322,d,0.003,0.007,0.795,0.485,reject,reject,"Minor Shotgun, Middle",static
1,19,c,1.2,20,70,6000,1,20240322,e,8.171,20.382,0.8,0.496,accept,reject,"Minor Shotgun, Middle",static
1,19,c,1.2,20,70,6000,1,20240322,f,8.883,20.931,0.8,0.525,accept,reject,"Minor Shotgun, Middle",static
1,20,a,1.2,22,90,800,2,20240207,a,0.066,0.527,0.5,0.251,reject,reject,Failure Mode (S),static
1,20,a,1.2,22,90,800,2,20240207,b,0.233,1.389,0.84,0.2,reject,reject,Failure Mode (S),static
1,20,a,1.2,22,90,800,2,20240207,c,0.226,1.386,0.84,0.194,reject,reject,Failure Mode (S),static
1,20,a,1.2,22,90,800,2,20240207,d,0.205,1.232,0.84,0.198,reject,reject,Failure Mode (S),static
1,20,a,1.2,22,90,800,2,20240207,e,0.208,1.28,0.83,0.195,reject,reject,Failure Mode (S),static
1,20,a,1.2,22,90,800,2,20240207,f,0.233,1.384,0.83,0.203,reject,reject,Failure Mode (S),static
1,20,b,1.2,22,90,800,2,20240220,a,5.333,18.57,0.84,0.338,accept,accept,,static
1,20,b,1.2,22,90,800,2,20240220,b,4.955,16.754,0.84,0.349,accept,accept,,static
1,20,b,1.2,22,90,800,2,20240220,c,5.538,17.66,0.84,0.37,accept,accept,,static
1,20,b,1.2,22,90,800,2,20240220,d,0.749,9.22,0.35,0.23,reject,accept,,static
1,20,b,1.2,22,90,800,2,20240220,e,7.325,19.253,0.85,0.443,reject,accept,,static
1,20,b,1.2,22,90,800,2,20240220,f,2.942,15.663,0.61,0.305,reject,accept,,static
1,20,c,1.2,22,90,800,2,20240328,a,0.053,0.267,0.85,0.233,reject,reject,Failure Mode (J),static
1,20,c,1.2,22,90,800,2,20240328,b,0.037,0.18,0.92,0.22,reject,reject,Failure Mode (J),static
1,20,c,1.2,22,90,800,2,20240328,c,0.036,0.171,0.92,0.226,reject,reject,Failure Mode (J),static
1,20,c*,1.2,22,90,800,2,20240328,d,0.033,0.157,0.93,0.222,reject,reject,Failure Mode (J),static
1,20,c*,1.2,22,90,800,2,20240328,e,0.026,0.15,0.81,0.21,reject,reject,Failure Mode (J),static
1,20,c*,1.2,22,90,800,2,20240328,f,0.034,0.164,0.91,0.227,reject,reject,Failure Mode (J),static
1,21,a,1.5,8,130,4500,1,20240207,a,8.284,16.204,0.81,0.631,accept,accept,,static
1,21,a,1.5,8,130,4500,1,20240207,b,9.736,17.257,0.82,0.688,accept,accept,,static
1,21,a,1.5,8,130,4500,1,20240207,c,10.115,17.483,0.82,0.706,accept,accept,,static
1,21,a,1.5,8,130,4500,1,20240207,d,4.022,16.334,0.49,0.503,reject,accept,,static
1,21,a,1.5,8,130,4500,1,20240207,e,6.901,17.396,0.64,0.62,reject,accept,,static
1,21,a,1.5,8,130,4500,1,20240207,f,4.438,17.917,0.46,0.539,reject,accept, ,static
1,21,b,1.5,8,130,4500,1,20240307,a,4.204,8.715,0.82,0.582,accept,reject,,static
1,21,b,1.5,8,130,4500,1,20240307,b,4.429,10.035,0.83,0.526,accept,reject,,static
1,21,b,1.5,8,130,4500,1,20240307,c,5.522,9.979,0.82,0.668,accept,reject,,static
1,21,b,1.5,8,130,4500,1,20240307,d,4.223,9.16,0.83,0.55,accept,reject,,static
1,21,b,1.5,8,130,4500,1,20240307,e,5.053,9.126,0.82,0.669,accept,reject,,static
1,21,b,1.5,8,130,4500,1,20240307,f,2.693,8.547,0.72,0.433,reject,reject,,static
1,21,c,1.5,8,130,4500,1,20240322,a,3.633,10.67,0.8,0.421,reject,reject,,static
1,21,c,1.5,8,130,4500,1,20240322,b,6.604,14.159,0.81,0.57,accept,reject,,static
1,21,c,1.5,8,130,4500,1,20240322,c,0.027,0.229,0.93,0.124,reject,reject,,static
1,21,c,1.5,8,130,4500,1,20240322,d,6.923,15.051,0.8,0.569,accept,reject,,static
1,21,c,1.5,8,130,4500,1,20240322,e,7.175,15.266,0.8,0.582,accept,reject,,static
1,21,c,1.5,8,130,4500,1,20240322,f,7.454,15.88,0.8,0.581,accept,reject,,static
1,21,d,1.5,8,130,4500,1,20240328,a,9.564,17.044,0.82,0.678,accept,accept,,static
1,21,d,1.5,8,130,4500,1,20240328,b,9.608,16.684,0.81,0.704,accept,accept,,static
1,21,d,1.5,8,130,4500,1,20240328,c,8.787,15.759,0.81,0.682,accept,accept,,static
1,21,d,1.5,8,130,4500,1,20240328,d,5.388,15.433,0.79,0.438,reject,accept,,static
1,21,d,1.5,8,130,4500,1,20240328,e,9.755,17.33,0.81,0.688,accept,accept,,static
1,21,d,1.5,8,130,4500,1,20240328,f,10.06,17.351,0.81,0.709,accept,accept,,static
1,22,a,1.5,12,55,6000,2,20240208,a,10.03,17.487,0.86,0.667,accept,accept,,static
1,22,a,1.5,12,55,6000,2,20240208,b,11.839,19.828,0.85,0.702,accept,accept,,static
1,22,a,1.5,12,55,6000,2,20240208,c,12.249,19.94,0.85,0.723,accept,accept,,static
1,22,a,1.5,12,55,6000,2,20240208,d,9.993,16.907,0.85,0.695,accept,accept,,static
1,22,a,1.5,12,55,6000,2,20240208,e,10.468,17.277,0.85,0.713,accept,accept,,static
1,22,a,1.5,12,55,6000,2,20240208,f,10.333,16.787,0.85,0.724,accept,accept,,static
1,22,b,1.5,12,55,6000,2,20240307,a,11.738,20.076,0.84,0.689,accept,accept,,static
1,22,b,1.5,12,55,6000,2,20240307,b,12.114,20.318,0.83,0.711,accept,accept,,static
1,22,b,1.5,12,55,6000,2,20240307,c,11.522,19.543,0.83,0.703,accept,accept,,static
1,22,b,1.5,12,55,6000,2,20240307,d,9.353,17.281,0.82,0.653,accept,accept,,static
1,22,b,1.5,12,55,6000,2,20240307,e,10.826,18.302,0.83,0.706,accept,accept,,static
1,22,b,1.5,12,55,6000,2,20240307,f,10.911,18.446,0.83,0.706,accept,accept,,static
1,22,c*,1.5,12,55,6000,2,,,,,,,reject,reject,"Not Necessary, Delete",static
1,22,c*,1.5,12,55,6000,2,,,,,,,reject,reject,"Not Necessary, Delete",static
1,22,c*,1.5,12,55,6000,2,,,,,,,reject,reject,"Not Necessary, Delete",static
1,22,c*,1.5,12,55,6000,2,,,,,,,reject,reject,"Not Necessary, Delete",static
1,22,c*,1.5,12,55,6000,2,,,,,,,reject,reject,"Not Necessary, Delete",static
1,22,c*,1.5,12,55,6000,2,,,,,,,reject,reject,"Not Necessary, Delete",static
1,23,a,1.5,16,70,800,5,20240208,a,8.256,21.852,0.78,0.484,accept,accept,,static
1,23,a,1.5,16,70,800,5,20240208,b,8.777,21.918,0.8,0.501,accept,accept,,static
1,23,a,1.5,16,70,800,5,20240208,c,16.979,0.196,0.817,105.934,reject,accept,,static
1,23,a,1.5,16,70,800,5,20240208,d,0,0.018,0.38,0.029,reject,accept,,static
1,23,a,1.5,16,70,800,5,20240208,e,8.148,20.51,0.79,0.503,accept,accept,,static
1,23,a,1.5,16,70,800,5,20240208,f,0.001,0.003,0.93,0.495,reject,accept,,static
1,23,b,1.5,16,70,800,5,20240307,a,4.057,11.05,0.8,0.454,accept,reject,,static
1,23,b,1.5,16,70,800,5,20240307,b,3.839,10.18,0.79,0.473,accept,reject,,static
1,23,b,1.5,16,70,800,5,20240307,c,4.259,11.153,0.79,0.479,accept,reject,,static
1,23,b,1.5,16,70,800,5,20240307,d,1.016,8.195,0.35,0.351,reject,reject,,static
1,23,b,1.5,16,70,800,5,20240307,e,4.362,12.112,0.8,0.446,reject,reject,,static
1,23,b,1.5,16,70,800,5,20240307,f,4.853,12.623,0.85,0.448,reject,reject,,static
1,23,c,1.5,16,70,800,5,20240328,a,9.886,21.119,0.81,0.572,accept,accept,,static
1,23,c,1.5,16,70,800,5,20240328,b,9.779,21.026,0.81,0.568,accept,accept,,static
1,23,c,1.5,16,70,800,5,20240328,c,0.003,0.006,0.796,0.525,reject,accept,,static
1,23,c,1.5,16,70,800,5,20240328,d,8.307,21.098,0.81,0.481,accept,accept,,static
1,23,c,1.5,16,70,800,5,20240328,e,9.692,21.197,0.8,0.566,accept,accept,,static
1,23,c,1.5,16,70,800,5,20240328,f,10.503,21.493,0.8,0.605,accept,accept,,static
1,24,a,1.5,20,90,1500,0,20240208,a,6.285,20.211,0.76,0.409,reject,accept,,static
1,24,a,1.5,20,90,1500,0,20240208,b,8.128,21.454,0.83,0.456,accept,accept,,static
1,24,a,1.5,20,90,1500,0,20240208,c,8.637,22.324,0.82,0.472,accept,accept,,static
1,24,a,1.5,20,90,1500,0,20240208,d,0,0,0.94,0.612,reject,accept,,static
1,24,a,1.5,20,90,1500,0,20240208,e,4.393,20.959,0.55,0.381,reject,accept,,static
1,24,a,1.5,20,90,1500,0,20240208,f,6.631,21.877,0.72,0.421,reject,accept,,static
1,24,b,1.5,20,90,1500,0,20240307,a,4.697,13.203,0.82,0.429,accept,reject,,static
1,24,b,1.5,20,90,1500,0,20240307,b,5.289,14.881,0.82,0.429,accept,reject,,static
1,24,b,1.5,20,90,1500,0,20240307,c,5.845,16.29,0.83,0.428,accept,reject,,static
1,24,b,1.5,20,90,1500,0,20240307,d,5.433,16.026,0.82,0.409,accept,reject,,static
1,24,b,1.5,20,90,1500,0,20240307,e,5.099,14.562,0.82,0.423,accept,reject,,static
1,24,b,1.5,20,90,1500,0,20240307,f,5.506,15.58,0.82,0.427,accept,reject,,static
1,24,c*,1.5,20,90,1500,0,20240328,a,7.621,19.975,0.84,0.45,accept,accept,,static
1,24,c*,1.5,20,90,1500,0,20240328,b,7.031,18.474,0.83,0.454,accept,accept,,static
1,24,c*,1.5,20,90,1500,0,20240328,c,7.211,19.018,0.83,0.452,accept,accept,,static
1,24,c*,1.5,20,90,1500,0,20240328,d,5.511,18.329,0.77,0.387,reject,accept,,static
1,24,c*,1.5,20,90,1500,0,20240328,e,8.216,19.621,0.92,0.451,reject,accept,,static
1,24,c*,1.5,20,90,1500,0,20240328,f,1.961,14.779,0.37,0.355,reject,accept,,static
1,25,a,1.5,22,110,2500,0.5,20240208,a,10.545,21.392,0.82,0.601,accept,accept,,static
1,25,a,1.5,22,110,2500,0.5,20240208,b,10.9,21.9,0.82,0.612,accept,accept,,static
1,25,a,1.5,22,110,2500,0.5,20240208,c,7.66,0.301,0.82,31.088,reject,accept,,static
1,25,a,1.5,22,110,2500,0.5,20240208,d,0.696,0.399,0.82,2.128,reject,accept,,static
1,25,a,1.5,22,110,2500,0.5,20240208,e,0.042,0.066,0.868,0.735,reject,accept,,static
1,25,a,1.5,22,110,2500,0.5,20240208,f,11.674,23.211,0.82,0.613,accept,accept,,static
1,25,b,1.5,22,110,2500,0.5,20240307,a,9.902,23.133,0.8,0.53,accept,accept,,static
1,25,b,1.5,22,110,2500,0.5,20240307,b,11.492,24.068,0.82,0.576,accept,accept,,static
1,25,b,1.5,22,110,2500,0.5,20240307,c,12.149,24.268,0.81,0.612,accept,accept,,static
1,25,b,1.5,22,110,2500,0.5,20240307,d,10.859,22.328,0.81,0.594,accept,accept,,static
1,25,b,1.5,22,110,2500,0.5,20240307,e,10.157,21.388,0.81,0.58,accept,accept,,static
1,25,b,1.5,22,110,2500,0.5,20240307,f,9.544,18.862,0.81,0.618,accept,accept,,static
1,25,c*,1.5,22,110,2500,0.5,,,,,,,reject,reject,"Not Necessary, Delete",static
1,25,c*,1.5,22,110,2500,0.5,,,,,,,reject,reject,"Not Necessary, Delete",static
1,25,c*,1.5,22,110,2500,0.5,,,,,,,reject,reject,"Not Necessary, Delete",static
1,25,c*,1.5,22,110,2500,0.5,,,,,,,reject,reject,"Not Necessary, Delete",static
1,25,c*,1.5,22,110,2500,0.5,,,,,,,reject,reject,"Not Necessary, Delete",static
1,25,c*,1.5,22,110,2500,0.5,,,,,,,reject,reject,"Not Necessary, Delete",static
2,26,a,0.25,16,55,2500,0,20240405,a,7.978,20.783,0.84,0.452,accept,accept,1,supplement
2,26,a,0.25,16,55,2500,0,20240405,b,8.158,20.997,0.84,0.458,accept,accept,1,supplement
2,26,a,0.25,16,55,2500,0,20240405,c,10.163,21.723,0.84,0.551,accept,accept,1,supplement
2,26,a,0.25,16,55,2500,0,20240405,d,7.727,20.606,0.84,0.442,accept,accept,1,supplement
2,26,a,0.25,16,55,2500,0,20240405,e,9.522,21.548,0.83,0.527,accept,accept,1,supplement
2,26,a,0.25,16,55,2500,0,20240405,f,9.905,21.057,0.83,0.561,accept,accept,1,supplement
2,26,b,0.25,16,55,2500,0,20240405,a,10.234,22.736,0.84,0.531,accept,accept,1,supplement
2,26,b,0.25,16,55,2500,0,20240405,b,10.819,22.838,0.84,0.558,accept,accept,1,supplement
2,26,b,0.25,16,55,2500,0,20240405,c,11.12,22.348,0.84,0.586,accept,accept,1,supplement
2,26,b,0.25,16,55,2500,0,20240405,d,8.34,19.288,0.84,0.51,accept,accept,1,supplement
2,26,b,0.25,16,55,2500,0,20240405,e,9.287,19.849,0.83,0.558,accept,accept,1,supplement
2,26,b,0.25,16,55,2500,0,20240405,f,9.638,19.837,0.83,0.58,accept,accept,1,supplement
2,27,a,0.2,24,130,6000,0,20240405,a,6.511,17.992,0.8,0.448,accept,accept,2,supplement
2,27,a,0.2,24,130,6000,0,20240405,b,7.177,18.869,0.79,0.477,accept,accept,2,supplement
2,27,a,0.2,24,130,6000,0,20240405,c,7.443,19.104,0.79,0.488,accept,accept,2,supplement
2,27,a,0.2,24,130,6000,0,20240405,d,6.698,17.859,0.79,0.47,accept,accept,2,supplement
2,27,a,0.2,24,130,6000,0,20240405,e,6.947,17.861,0.79,0.487,accept,accept,2,supplement
2,27,a,0.2,24,130,6000,0,20240405,f,6.921,17.597,0.79,0.493,accept,accept,2,supplement
2,28,a,0.2,28,130,6000,0,20240405,a,6.508,16.987,0.79,0.48,accept,accept,3,supplement
2,28,a,0.2,28,130,6000,0,20240405,b,6.679,17.24,0.78,0.492,accept,accept,3,supplement
2,28,a,0.2,28,130,6000,0,20240405,c,6.535,17.3,0.78,0.48,accept,accept,3,supplement
2,28,a,0.2,28,130,6000,0,20240405,d,6.223,17.38,0.78,0.454,accept,accept,3,supplement
2,28,a,0.2,28,130,6000,0,20240405,e,6.944,18.14,0.78,0.486,accept,accept,3,supplement
2,28,a,0.2,28,130,6000,0,20240405,f,0.001,0.001,0.775,0.849,reject,accept,3,supplement
2,29,a,0.4,24,130,6000,0,20240405,a,7.639,21.748,0.8,0.435,accept,accept,4,supplement
2,29,a,0.4,24,130,6000,0,20240405,b,7.864,20.829,0.8,0.467,accept,accept,4,supplement
2,29,a,0.4,24,130,6000,0,20240405,c,8.185,21.581,0.8,0.469,accept,accept,4,supplement
2,29,a,0.4,24,130,6000,0,20240405,d,7.749,20.459,0.8,0.469,accept,accept,4,supplement
2,29,a,0.4,24,130,6000,0,20240405,e,7.529,19.836,0.79,0.476,accept,accept,4,supplement
2,29,a,0.4,24,130,6000,0,20240405,f,0.001,0.001,0.785,0.819,reject,accept,4,supplement
2,30,a,0.4,28,130,6000,0,20240405,a,7.484,20.525,0.8,0.451,accept,accept,5,supplement
2,30,a,0.4,28,130,6000,0,20240405,b,7.579,19.997,0.8,0.469,accept,accept,5,supplement
2,30,a,0.4,28,130,6000,0,20240405,c,7.647,20,0.79,0.479,accept,accept,5,supplement
2,30,a,0.4,28,130,6000,0,20240405,d,6.583,19.462,0.8,0.419,accept,accept,5,supplement
2,30,a,0.4,28,130,6000,0,20240405,e,7.075,18.958,0.79,0.468,accept,accept,5,supplement
2,30,a,0.4,28,130,6000,0,20240405,f,7.55,19.784,0.79,0.478,accept,accept,5,supplement
2,31,a,0.5,22,130,2500,0,20240405,a,6.835,18.398,0.8,0.46,accept,accept,6,supplement
2,31,a,0.5,22,130,2500,0,20240405,b,7.215,18.543,0.8,0.482,accept,accept,6,supplement
2,31,a,0.5,22,130,2500,0,20240405,c,7.521,18.709,0.8,0.498,accept,accept,6,supplement
2,31,a,0.5,22,130,2500,0,20240405,d,4.935,17.628,0.79,0.351,reject,accept,6,supplement
2,31,a,0.5,22,130,2500,0,20240405,e,7.345,19.43,0.79,0.474,accept,accept,6,supplement
2,31,a,0.5,22,130,2500,0,20240405,f,8.06,20.021,0.79,0.504,accept,accept,6,supplement
2,32,a,0.8,22,130,6000,0,20240405,a,6.54,19.541,0.8,0.414,accept,accept,7,supplement
2,32,a,0.8,22,130,6000,0,20240405,b,7.549,19.499,0.8,0.479,accept,accept,7,supplement
2,32,a,0.8,22,130,6000,0,20240405,c,8.387,21.01,0.8,0.494,accept,accept,7,supplement
2,32,a,0.8,22,130,6000,0,20240405,d,7.607,20.129,0.8,0.468,accept,accept,7,supplement
2,32,a,0.8,22,130,6000,0,20240405,e,5.632,19.152,0.64,0.455,reject,accept,7,supplement
2,32,a,0.8,22,130,6000,0,20240405,f,0.021,0.063,0.93,0.363,reject,accept,7,supplement
